gene,control_mean,igt_mean,t2dm_mean,fc_control_igt,fc_igt_t2dm,fc_control_t2dm,p_control_igt,p_igt_t2dm,p_control_t2dm,trend
ENSG00000204347,10.619047619047619,18.44736842105263,36.53846153846154,0.7430831259184395,0.9487945787192289,1.691877704637668,0.009342432347275257,0.0003273529766257818,8.4226373248532e-05,increasing
ENSG00000138670,2088.3809523809523,1696.421052631579,1125.6923076923076,-0.29973108388739056,-0.591250897307044,-0.8909819811944346,0.10537470483283028,0.0001688046699144701,8.977089923318348e-05,decreasing
ENSG00000279953,3.0952380952380953,1.8157894736842106,0.358974358974359,-0.5404078589657759,-1.0510212372566106,-1.5914290962223865,0.1924777703865827,0.008598846393515013,9.861508528707332e-05,decreasing
ENSG00000199488,7.571428571428571,6.2631578947368425,2.7948717948717947,-0.23893873021633072,-0.9365457965678822,-1.1754845267842131,0.3481469261869998,0.0008001423648443254,0.00015419794267757504,decreasing
ENSG00000265179,512.8571428571429,493.36842105263156,256.02564102564105,-0.055780741661535176,-0.9436742999566281,-0.9994550416181633,0.7754795169853617,1.0516448330136947e-07,0.0001676778496829138,decreasing
ENSG00000225833,24.476190476190474,17.473684210526315,7.461538461538462,-0.4636779516487738,-1.1264797114774077,-1.5901576631261813,0.15180357900256625,0.0001635854536249582,0.00019358859403262674,decreasing
ENSG00000165061,81.76190476190476,79.65789473684211,37.41025641025641,-0.03715109890108143,-1.0703241555380558,-1.107475254439137,0.8803115463571481,2.1256818642717618e-05,0.00020159008170335215,decreasing
ENSG00000177551,12.380952380952381,19.473684210526315,40.97435897435897,0.6135899341004405,1.0357375560692987,1.649327490169739,0.2954840132219325,0.0027812315354752816,0.00020505608738355914,increasing
ENSG00000129646,23.61904761904762,35.026315789473685,57.23076923076923,0.5492761702781397,0.6927305540303254,1.2420067243084654,0.07910962076085623,0.0035902526247882966,0.00020686983781679892,increasing
ENSG00000163377,40.23809523809524,24.31578947368421,14.461538461538462,-0.7039402216215085,-0.71135359728862,-1.4152938189101283,0.01910148536311328,0.009790008112024457,0.0002415988997259993,decreasing
ENSG00000224387,3.857142857142857,11.105263157894736,20.58974358974359,1.3174546183080542,0.8347116667033582,2.1521662850114125,0.014010587112091142,0.013351446192192357,0.0002536284905505189,increasing
ENSG00000258626,7.857142857142857,7.2631578947368425,2.923076923076923,-0.10014815288122962,-1.0747076116176384,-1.1748557644988677,0.7242422892198104,0.00024116897463783088,0.00026557249494481457,decreasing
ENSG00000134042,177.57142857142858,150.42105263157896,92.15384615384616,-0.23793546519614373,-0.7008785607424648,-0.9388140259386085,0.3009011567865899,0.001193963016627182,0.00026848867773327206,decreasing
ENSG00000256004,11.619047619047619,9.789473684210526,3.8974358974358974,-0.22597854060994071,-1.13952597688836,-1.365504517498301,0.5097316779683048,0.0005871174906433373,0.00032476408483801146,decreasing
ENSG00000162949,2282.7619047619046,2269.2631578947367,1149.1538461538462,-0.008552711911338457,-0.9810326864794457,-0.9895853983907842,0.9703267590555886,3.3159557562200004e-06,0.0003277767714496714,decreasing
ENSG00000228110,2.0952380952380953,1.631578947368421,0.9230769230769231,-0.23412171391855496,-0.45251220469750675,-0.6866339186160618,0.2986615409414201,0.024550123481493148,0.0003283931385467278,decreasing
ENSG00000284653,0.7619047619047619,6.394736842105263,53.46153846153846,2.069362863927151,2.8806670251645645,4.950029889091716,0.09021942267042331,2.6042710223578427e-05,0.0003327464484196112,increasing
ENSG00000196739,695.6190476190476,1137.9473684210527,1336.974358974359,0.7092592544950814,0.2323493877363442,0.9416086422314256,0.0021507754206910815,0.19309139682364826,0.00035636090582024657,increasing
ENSG00000229278,44.476190476190474,38.73684210526316,26.435897435897434,-0.19463417937549501,-0.5344124583425949,-0.72904663771809,0.2892316226226299,0.001092623134387466,0.00040275504841434266,decreasing
ENSG00000051341,9.142857142857142,18.210526315789473,21.333333333333332,0.9214329428767161,0.21730154941282206,1.1387344922895384,0.01837325265666767,0.35976595527669797,0.0004098519369943776,increasing
ENSG00000233963,1.2380952380952381,1.0,0.28205128205128205,-0.16227142889887716,-0.6415460290875238,-0.8038174579864008,0.5448923522783857,0.003514065420790106,0.0004222413086981319,decreasing
ENSG00000124762,441.8095238095238,695.6842105263158,849.1282051282051,0.6538186152996445,0.2871755591145714,0.9409941744142161,0.017464486256839707,0.14341110020081194,0.00042331148189981877,increasing
ENSG00000156687,722.2380952380952,653.5,339.7435897435897,-0.14407747889508793,-0.9417066756598347,-1.0857841545549227,0.6283261272098208,0.0011889085677505944,0.000424419068551944,decreasing
ENSG00000272430,0.3333333333333333,0.8421052631578947,1.3333333333333333,0.4663180042225371,0.3410369178350669,0.807354922057604,0.06813281414632101,0.06289363523416745,0.0004572913650442584,increasing
ENSG00000229880,2.0476190476190474,4.842105263157895,8.282051282051283,0.9388057756852808,0.6679553153144367,1.6067610909997176,0.05137492527074796,0.024656758404208234,0.0005057056178001388,increasing
ENSG00000254431,1.0952380952380953,4.421052631578948,5.3076923076923075,1.371458817881096,0.21853927273735851,1.5899980906184545,0.0037109067688112945,0.4391107251986721,0.0005325345450473959,increasing
ENSG00000116690,131.1904761904762,257.7631578947368,292.6666666666667,0.9690139843141298,0.18254729408562703,1.1515612783997569,0.07322754547398189,0.5529600063009188,0.0005409864714606636,increasing
ENSG00000206417,22.047619047619047,38.18421052631579,43.87179487179487,0.76565471064268,0.1955364627189283,0.9611911733616085,0.003858393921779887,0.2984219442871587,0.0005649756032843195,increasing
ENSG00000248712,41.285714285714285,76.10526315789474,82.6923076923077,0.8666589922946791,0.11826568724322241,0.9849246795379016,0.0014495833776733838,0.5431340470840862,0.0005770806817083162,increasing
ENSG00000128683,31.333333333333332,58.39473684210526,120.46153846153847,0.8773128482822792,1.0320925479708942,1.9094053962531736,0.06979360693066551,0.0037281076319926987,0.0005919142822124866,increasing
ENSG00000022355,163.42857142857142,112.23684210526316,53.61538461538461,-0.5381175845699019,-1.0519641152537724,-1.590081699823674,0.1905135241056898,0.011263137991469812,0.0005987780360459577,decreasing
ENSG00000175785,3.0952380952380953,10.31578947368421,26.692307692307693,1.4663180042225374,1.2911480420427077,2.757466046265245,0.056094785260542256,0.0035473715427278086,0.000605297655783928,increasing
ENSG00000171819,5.523809523809524,16.842105263157894,23.871794871794872,1.4514992895109917,0.4792247685194833,1.9307240580304752,0.019447034906171685,0.15739726698575085,0.000614530275618571,increasing
ENSG00000180219,1.5714285714285714,4.157894736842105,5.666666666666667,1.0042122512869145,0.3701832634945836,1.3743955147814981,0.04896814336268293,0.22251397502827386,0.000615003992343969,increasing
ENSG00000202314,6.0,5.657894736842105,3.4358974358974357,-0.0722888608068795,-0.5858400524762484,-0.6581289132831276,0.7210089754443687,0.0011365900679447553,0.0006597281210445163,decreasing
ENSG00000167034,104.47619047619048,73.55263157894737,56.717948717948715,-0.5005861877291075,-0.36923925034260585,-0.8698254380717131,0.025553044109934378,0.06469843931617245,0.0006883605582988575,decreasing
ENSG00000121068,6.285714285714286,16.657894736842106,18.333333333333332,1.2771710228427067,0.1307770516498177,1.4079480744925243,0.014177374194438324,0.659069311955923,0.0006997244443854678,increasing
ENSG00000226017,7.666666666666667,16.210526315789473,19.435897435897434,0.9897420946345609,0.2478143830737264,1.2375564777082873,0.007175135064761089,0.30271613903600836,0.0007054994771689038,increasing
ENSG00000163803,39.95238095238095,55.94736842105263,93.56410256410257,0.47568184357252985,0.7316634511838599,1.2073452947563899,0.15128527959087806,0.00547675703860918,0.000740708327088667,increasing
ENSG00000165409,34.142857142857146,38.026315789473685,108.46153846153847,0.15121578572940902,1.4879048593743454,1.6391206451037545,0.6682159084489452,4.6587012274258615e-05,0.0008160097502639219,increasing
ENSG00000275413,11.952380952380953,16.94736842105263,21.333333333333332,0.47055499710900767,0.3154262741560293,0.785981271265037,0.041429669224006635,0.06730675500428605,0.0008878539908483787,increasing
ENSG00000232445,7.904761904761905,12.81578947368421,18.384615384615383,0.633669062001023,0.48859410624892463,1.1222631682499478,0.1723662776586098,0.09895936804798844,0.0009131413430710745,increasing
ENSG00000213658,1.0476190476190477,2.6315789473684212,5.256410256410256,0.8266496114112462,0.7847381753660543,1.6113877867773003,0.029066690456349725,0.011840180274979975,0.0010711109680681663,increasing
ENSG00000274967,7.619047619047619,11.394736842105264,13.0,0.5241272718647527,0.17569918588840638,0.6998264577531591,0.05559404920560835,0.33647920475286575,0.001077723615681229,increasing
ENSG00000172840,205.71428571428572,199.05263157894737,140.76923076923077,-0.04725848805574034,-0.4968351589287591,-0.5440936469844995,0.7625922271927977,0.0004998532427665997,0.0011492550911547316,decreasing
ENSG00000273768,2.0,1.394736842105263,0.4358974358974359,-0.32509537396604554,-0.7379144235597549,-1.0630097975258004,0.31169707644232053,0.009027044830603959,0.0011524896789854508,decreasing
ENSG00000268189,0.6666666666666666,1.9736842105263157,2.641025641025641,0.8352858548053962,0.29209345167083156,1.1273793064762276,0.01286007977024206,0.22201851453046448,0.0011938476322891742,increasing
ENSG00000251095,110.38095238095238,176.28947368421052,255.43589743589743,0.6706043469700277,0.5324913524346007,1.2030956994046285,0.11749540195284722,0.05936664079331177,0.0012145892022587647,increasing
ENSG00000188042,258.5238095238095,448.7631578947368,507.97435897435895,0.7932985863753335,0.17842748990720972,0.9717260762825434,0.006252931807839672,0.391385721097527,0.001335196744155371,increasing
ENSG00000168824,861.7142857142857,840.8157894736842,521.4358974358975,-0.035378276043587974,-0.6882505395103875,-0.7236288155539754,0.8560365228787027,2.940742907269991e-05,0.0014464545942866592,decreasing
ENSG00000160293,115.33333333333333,170.71052631578948,195.43589743589743,0.5617139474125277,0.19408011414544274,0.7557940615579705,0.008789942897330254,0.2565268630034262,0.0014512525193347248,increasing
ENSG00000283959,39.61904761904762,74.02631578947368,74.38461538461539,0.8852403019548372,0.006873410367111113,0.8921137123219484,0.0003217633776790904,0.9704733012423334,0.001500814325286059,increasing
ENSG00000198739,1747.2380952380952,1725.4736842105262,887.7692307692307,-0.018073337010685687,-0.9579475675307997,-0.9760209045414855,0.948153795813585,0.0002995628754055252,0.0015246842505746085,decreasing
ENSG00000132964,607.3333333333334,581.921052631579,385.35897435897436,-0.061561551558697365,-0.593358597289744,-0.6549201488484414,0.7192172041376352,5.038838283070161e-06,0.0015328149281970136,decreasing
ENSG00000174307,46.42857142857143,72.57894736842105,83.33333333333333,0.6335366226425303,0.1968099420413028,0.8303465646838333,0.028290145488457194,0.28701869609787284,0.0015725467936064284,increasing
ENSG00000163364,19.095238095238095,31.63157894736842,63.64102564102564,0.6994151259022274,0.9861812921656391,1.6855964180678664,0.02653847772359638,0.0029752181325218975,0.0016169957960424498,increasing
ENSG00000140488,0.42857142857142855,1.4473684210526316,2.1538461538461537,0.7766581248346878,0.3658809888125453,1.1425391136472332,0.06414701853090027,0.19136853599195994,0.0016501593761772757,increasing
ENSG00000196562,221.61904761904762,352.8421052631579,475.79487179487177,0.6685286939043631,0.43026298784913736,1.0987916817535004,0.04314727515357578,0.0709218533798173,0.0016945373622703358,increasing
ENSG00000107249,1583.6190476190477,1543.6842105263158,1072.179487179487,-0.036824120005797,-0.5254205448746441,-0.5622446648804411,0.815273851952693,0.00021093074196558905,0.0017012410895106704,decreasing
ENSG00000205231,12.047619047619047,29.526315789473685,60.87179487179487,1.2262669163895825,1.0192284047821538,2.2454953211717363,0.0856288413521953,0.01671291493715345,0.00170861053319896,increasing
ENSG00000272049,21.761904761904763,17.5,11.923076923076923,-0.2990960195730385,-0.5175756609912816,-0.8166716805643202,0.20542452944636963,0.009116837373027695,0.0017746214457400864,decreasing
ENSG00000105519,81.9047619047619,116.23684210526316,146.69230769230768,0.49989913809335834,0.3331686745017274,0.8330678125950856,0.062379690351022934,0.07308295280260105,0.0017748185168618006,increasing
ENSG00000106133,0.7142857142857143,2.1052631578947367,2.4358974358974357,0.8571079572547035,0.14597143567726817,1.0030793929319717,0.00996973847624013,0.5059012388822388,0.0018292969464384094,increasing
ENSG00000254440,4.904761904761905,8.078947368421053,12.076923076923077,0.620646150613831,0.5264261797746635,1.1470723303884944,0.12721767305900272,0.057532582347395785,0.0018447166102334089,increasing
ENSG00000154269,5.857142857142857,19.157894736842106,19.17948717948718,1.5556654898178197,0.001544538163866227,1.557210027981686,0.009444349853712437,0.9962483724184032,0.0019086795805711885,increasing
ENSG00000135472,57.95238095238095,83.78947368421052,332.0,0.5243350888274788,1.973565101808279,2.497900190635758,0.22702932576047047,0.00022457354893368203,0.0019819151068095186,increasing
ENSG00000250266,134.76190476190476,131.26315789473685,78.43589743589743,-0.03766745872212223,-0.7355482325097501,-0.7732156912318723,0.8463448882218266,0.00022658313184312762,0.0019946136105322802,decreasing
ENSG00000258450,0.8095238095238095,2.6052631578947367,3.641025641025641,0.9944944788521161,0.36433909870401565,1.3588335775561318,0.007580684580769207,0.18968307094298423,0.002005769151066382,increasing
ENSG00000220785,115.47619047619048,167.05263157894737,181.6153846153846,0.5288780583778816,0.11989517737430634,0.648773235752188,0.022373720565129086,0.45239892560926664,0.00200860462664428,increasing
ENSG00000273325,11.285714285714286,10.552631578947368,5.051282051282051,-0.08876021655272133,-0.9329087855921798,-1.021669002144901,0.789971989989198,0.005661921474843727,0.0020296731379196025,decreasing
ENSG00000230970,1.5714285714285714,1.1578947368421053,0.20512820512820512,-0.2529455882102099,-0.8404378583591093,-1.093383446569319,0.4422560964634751,0.007819970760269511,0.002029757351509379,decreasing
ENSG00000225683,27.761904761904763,41.473684210526315,52.07692307692308,0.5624100332878761,0.3215154836902444,0.8839255169781206,0.10217054077179565,0.16265500813889722,0.002031066803321192,increasing
ENSG00000262484,1.1428571428571428,3.289473684210526,3.871794871794872,1.0012649672365774,0.18365274868120782,1.1849177159177853,0.03579559481483147,0.5277399732883341,0.0021070059663515304,increasing
ENSG00000258490,13.523809523809524,18.55263157894737,26.692307692307693,0.4289428774235226,0.5021224910935718,0.9310653685170942,0.14609583757939235,0.027906138312185195,0.0021098246128357064,increasing
ENSG00000109736,48.285714285714285,67.28947368421052,79.71794871794872,0.4704936801937303,0.24122629684358032,0.7117199770373107,0.021097441753757162,0.14327788173732012,0.00211016987015703,increasing
ENSG00000279355,13.571428571428571,22.81578947368421,35.76923076923077,0.7087760486130906,0.6265806213126742,1.3353566699257648,0.06766218557584378,0.025383385657065695,0.0021526493365932806,increasing
ENSG00000236217,0.2857142857142857,0.2631578947368421,0.0,-0.025535092107137485,-0.33703498727757053,-0.36257007938470803,0.9056169120711866,0.033734761229692774,0.00218709164398735,decreasing
ENSG00000185269,6.476190476190476,11.973684210526315,22.128205128205128,0.7952129968214593,0.8340650814588066,1.6292780782802658,0.10933667189135866,0.018154581015571585,0.0022144243092858157,increasing
ENSG00000234675,1.9523809523809523,2.8684210526315788,5.358974358974359,0.38986594378466394,0.717049260131848,1.1069152039165118,0.2381952163564315,0.0072584441636849364,0.0022377636898852173,increasing
ENSG00000279271,1.6666666666666667,3.3157894736842106,4.487179487179487,0.6945869918956542,0.34644027636440033,1.0410272682600545,0.014098759794698112,0.11843538547445985,0.002252679870489496,increasing
ENSG00000229357,0.2857142857142857,0.10526315789473684,0.02564102564102564,-0.21818017004953344,-0.10786403331006074,-0.3260442033595942,0.11618443697925535,0.2410519863687431,0.0022916487250326805,decreasing
ENSG00000205090,3.380952380952381,5.2894736842105265,7.102564102564102,0.5216947612589103,0.36543923477769147,0.8871339960366017,0.08812852762249236,0.09595924456620976,0.0023058986121746645,increasing
ENSG00000207303,0.3333333333333333,0.10526315789473684,0.0,-0.27064758994366916,-0.14438990933517462,-0.4150374992788438,0.09886138198010953,0.09456637693219634,0.0023238487431765337,decreasing
ENSG00000225126,1.380952380952381,3.1842105263157894,10.435897435897436,0.8134166748448054,1.4505422392172864,2.263958914062092,0.06621028532343733,0.0015417600229682177,0.0023668549538757517,increasing
ENSG00000274775,2.380952380952381,2.1578947368421053,0.5897435897435898,-0.0984666145609887,-0.9901689906403062,-1.0886356052012949,0.7844735338826364,0.0033482982267501993,0.0024175273483461076,decreasing
ENSG00000235050,7.190476190476191,9.578947368421053,17.41025641025641,0.36917684581200555,0.7993136372254598,1.1684904830374652,0.2850594475751747,0.005454472464949772,0.0025209525239839286,increasing
ENSG00000102362,22.61904761904762,40.973684210526315,51.12820512820513,0.8295343076005313,0.31257908577383786,1.1421133933743692,0.052190067209059894,0.26003819081368623,0.002523136642593419,increasing
ENSG00000169598,73.85714285714286,110.05263157894737,112.6923076923077,0.5690316906711157,0.03389106585409678,0.6029227565252124,0.008246404865078839,0.8240219493999075,0.0025325814030576882,increasing
ENSG00000273416,4.333333333333333,3.0,1.6923076923076923,-0.4150374992788438,-0.5711567011961256,-0.9861942004749693,0.22694687639893824,0.07935528152872966,0.0025484138823199803,decreasing
ENSG00000165704,1314.1904761904761,1264.5,869.8205128205128,-0.05556424960142954,-0.539260210662074,-0.5948244602635034,0.7404377792766472,0.0001406273672624492,0.002602967160846079,decreasing
ENSG00000280029,1.2857142857142858,2.5789473684210527,3.1794871794871793,0.6468902498643581,0.2237906075620751,0.8706808574264331,0.03223112951097221,0.28820674208330166,0.0026598954914303077,increasing
ENSG00000228526,60.42857142857143,86.39473684210526,101.97435897435898,0.5086365665272667,0.2366668410294007,0.7453034075566676,0.07635556229473149,0.20573617332020108,0.002696113539934315,increasing
ENSG00000225756,11.571428571428571,27.44736842105263,33.666666666666664,1.1781465977113716,0.28525392312887127,1.4634005208402427,0.0019376524822953508,0.3042988940627586,0.002738575837075485,increasing
ENSG00000112137,206.8095238095238,296.63157894736844,359.12820512820514,0.5182658318887506,0.2749829897179149,0.7932488216066657,0.051290693256189006,0.15282576591280503,0.0027570437917006246,increasing
ENSG00000196169,40.19047619047619,64.8157894736842,83.02564102564102,0.6761229289920576,0.35239590994312714,1.0285188389351847,0.019499222830018467,0.1267761881162491,0.0027762115314517266,increasing
ENSG00000168785,178.66666666666666,260.4736842105263,318.7435897435897,0.5413429827455465,0.2902496810778882,0.8315926638234349,0.06807208364109694,0.15782734840571677,0.0028135705469498934,increasing
ENSG00000204547,0.5238095238095238,0.2894736842105263,0.02564102564102564,-0.24090024654961686,-0.3302564546465089,-0.5711567011961258,0.37545744691391236,0.09337775343209029,0.0028348401401053747,decreasing
ENSG00000182632,19.285714285714285,19.07894736842105,8.461538461538462,-0.014780464056132996,-1.0855369461927973,-1.1003174102489302,0.971281962360564,0.008135839969124231,0.002839689796003172,decreasing
ENSG00000167123,164.04761904761904,247.10526315789474,249.64102564102564,0.5880700134251726,0.014670238413246689,0.6027402518384194,0.009551386810340758,0.92569124234425,0.0028904540531598136,increasing
ENSG00000173930,47.04761904761905,33.8421052631579,25.23076923076923,-0.46363314296396463,-0.409571682480552,-0.8732048254445169,0.1367650328073129,0.1778233044119874,0.002901394912369545,decreasing
ENSG00000265752,1.4761904761904763,4.184210526315789,5.615384615384615,1.0660020106504589,0.3517007305482148,1.4177027411986738,0.03638576752088659,0.27615351616195327,0.0029188898500083255,increasing
ENSG00000157637,350.14285714285717,442.2631578947368,497.6923076923077,0.33610536841045074,0.1699864927140628,0.5060918611245137,0.045022799391219025,0.17281871560209675,0.002958331830044548,increasing
ENSG00000253911,0.42857142857142855,1.2105263157894737,2.076923076923077,0.6298167365054163,0.4770984674110956,1.1069152039165118,0.03888155749293537,0.05914368640944976,0.002989021046387126,increasing
ENSG00000250769,0.47619047619047616,1.0526315789473684,1.7692307692307692,0.4755958178105476,0.4320105778825576,0.9076063956931052,0.07363845001941394,0.05849995779899299,0.003025707588846814,increasing
ENSG00000167393,8.095238095238095,13.947368421052632,21.564102564102566,0.7167082008041082,0.5941378886013148,1.310846089405423,0.053505994577671766,0.04644302326187396,0.0030316941081955646,increasing
ENSG00000105696,101.57142857142857,138.18421052631578,225.2051282051282,0.4403666348323051,0.7006360796322169,1.141002714464522,0.13116036804731462,0.005839913946510351,0.00304288494515706,increasing
ENSG00000285103,34.285714285714285,43.13157894736842,60.333333333333336,0.3227271505936872,0.47485999521509603,0.7975871458087833,0.2094864936208896,0.02340814624246081,0.0031008312134627796,increasing
ENSG00000020577,126.0,192.39473684210526,218.82051282051282,0.606720036001826,0.18477748642526207,0.7914975224270882,0.009525367627399745,0.32006655014685237,0.003108882025937883,increasing
ENSG00000223956,11.666666666666666,20.763157894736842,37.794871794871796,0.7808509930052601,0.8339780476267996,1.6148290406320596,0.06632393285388395,0.017184950412923252,0.003128811428287522,increasing
ENSG00000222448,1.380952380952381,3.5,3.8205128205128207,0.918386234446348,0.09926163137307673,1.0176478658194248,0.03224392074832778,0.6967987081275883,0.0031622477649455,increasing
ENSG00000172568,11.380952380952381,18.263157894736842,34.256410256410255,0.6377219345907627,0.8720413595966789,1.5097632941874417,0.06771097332758574,0.00784765452839359,0.0032171143441902983,increasing
ENSG00000091137,313.04761904761904,508.92105263157896,909.8461538461538,0.6992905708058138,0.8369334943072066,1.5362240651130208,0.07714914196826454,0.013924217013002392,0.0032863267132807812,increasing
ENSG00000170485,193.04761904761904,255.92105263157896,275.43589743589746,0.40491438098473664,0.10561986106766601,0.5105342420524025,0.01752028124799003,0.40974569324570087,0.003322099164169035,increasing
ENSG00000185742,6.857142857142857,8.394736842105264,23.743589743589745,0.25784795911845887,1.3971301627076802,1.654978121826139,0.6742938954388247,0.0011630269459625402,0.003415418661629998,increasing
ENSG00000265485,19.571428571428573,27.526315789473685,57.56410256410256,0.4716514485255777,1.0377231885903084,1.509374637115886,0.3744588966924579,0.0066427453144437916,0.003479489569034592,increasing
ENSG00000068615,208.04761904761904,270.7631578947368,313.3076923076923,0.378518275710614,0.20982769323756095,0.588345968948175,0.09097169795794922,0.19401370817327931,0.0034869831909668863,increasing
ENSG00000274244,1.8571428571428572,1.105263157894737,0.358974358974359,-0.44057259138598126,-0.6314823457428261,-1.0720549371288073,0.20246853569595466,0.02820808784585183,0.0034879144157634384,decreasing
ENSG00000217165,71.95238095238095,65.3157894736842,46.15384615384615,-0.13760265420250348,-0.49197695939400393,-0.6295796135965075,0.4958327727411229,0.0026601885139768628,0.003499951926193133,decreasing
ENSG00000189431,5.190476190476191,4.578947368421052,2.1025641025641026,-0.1500574491300807,-0.8465319227072673,-0.9965893718373482,0.6691382353628312,0.022350214446088857,0.0035084261597900556,decreasing
ENSG00000242370,3.619047619047619,6.815789473684211,8.666666666666666,0.758796187948813,0.3066268870492355,1.0654230749980487,0.048981521939082374,0.2352815332985342,0.003539120037619329,increasing
ENSG00000278932,19.857142857142858,31.0,33.05128205128205,0.6175303631775868,0.0896372124846764,0.7071675756622633,0.00577579871047033,0.587413311790955,0.003549691245370128,increasing
ENSG00000249662,0.5238095238095238,0.07894736842105263,0.05128205128205128,-0.49805808604674146,-0.03747470541866288,-0.5355327914654041,0.01086267537607639,0.6849655825366523,0.0035526208506339503,decreasing
ENSG00000239532,5.333333333333333,3.3947368421052633,2.9743589743589745,-0.5271882336919623,-0.14505459261847775,-0.67224282631044,0.01492195648659124,0.3835642839927227,0.003576445221783572,decreasing
ENSG00000107731,251.9047619047619,397.9736842105263,430.43589743589746,0.6576993897428017,0.11285262902277902,0.7705520187655808,0.01663817048397808,0.5752254339040346,0.0036541164715753072,increasing
ENSG00000240135,0.5238095238095238,0.3157894736842105,0.1282051282051282,-0.21175390089010032,-0.22189927655609049,-0.43365317744619075,0.3073829264833593,0.170873465795995,0.003768710045153345,decreasing
ENSG00000141433,4947.238095238095,4907.710526315789,3009.358974358974,-0.011570828972766862,-0.7054085580416939,-0.7169793870144607,0.9467261567465874,0.00011265685580870415,0.0038416047273316673,decreasing
ENSG00000233396,14.19047619047619,10.131578947368421,7.230769230769231,-0.4485088513097449,-0.43555907141630956,-0.8840679227260544,0.12537210660614106,0.09252020905421064,0.0038925222995017873,decreasing
ENSG00000165181,21.38095238095238,28.263157894736842,40.256410256410255,0.3868140354936827,0.49553283258127584,0.8823468680749587,0.18166671286884756,0.031482946264817714,0.003927696234515657,increasing
ENSG00000100299,188.38095238095238,235.78947368421052,267.94871794871796,0.32231371410900955,0.18372616340204856,0.5060398775110581,0.08993585463063365,0.16841655304567107,0.003950309488281306,increasing
ENSG00000135596,233.57142857142858,297.5263157894737,382.4102564102564,0.3478308140757299,0.36103081629289274,0.7088616303686227,0.07927877082120822,0.03145669002002753,0.004036843630667848,increasing
ENSG00000184588,253.38095238095238,337.0,442.20512820512823,0.4100325984258348,0.3909513280053283,0.8009839264311631,0.09722811445510639,0.03846153545144449,0.004068294248038496,increasing
ENSG00000176978,353.9047619047619,518.1052631578947,542.6923076923077,0.5485951833809651,0.06676330148686972,0.6153584848678348,0.003987588410450963,0.6524189308473999,0.004112688674761687,increasing
ENSG00000136274,30.047619047619047,39.421052631578945,52.53846153846154,0.38062425582525344,0.4054687904300655,0.7860930462553191,0.14841164104618956,0.03699163171748058,0.004115433077968051,increasing
ENSG00000164574,341.14285714285717,468.6578947368421,544.9487179487179,0.457011431661636,0.21715518183566293,0.6741666134972989,0.05166828821324682,0.1928058480394488,0.004212924106844485,increasing
