gene,fc_control_igt,fc_igt_t2dm,p_control_igt,p_igt_t2dm,control_mean,igt_mean,t2dm_mean
ENSG00000168490,0.8415692983126802,-0.1148357159073906,0.0016914846900901843,0.5740686906544159,41.19047619047619,74.60526315789474,68.82051282051282
ENSG00000147813,0.7819598362624681,-0.2386046563348881,0.0016961741004996329,0.16800387982233075,16.523809523809526,29.13157894736842,24.53846153846154
ENSG00000105698,0.5880601520763213,-0.21487095629211042,0.001709255733498134,0.10967262807776998,126.0952380952381,190.05263157894737,163.6153846153846
ENSG00000233058,0.6067592097875315,-0.20008156678612563,0.0018156922088286107,0.16099551859607444,41.476190476190474,63.68421052631579,55.30769230769231
ENSG00000105767,0.690039486031505,-0.269493521620578,0.001829145065988539,0.13334306247009833,25.571428571428573,41.86842105263158,34.56410256410256
ENSG00000225756,1.1781465977113716,0.28525392312887127,0.0019376524822953508,0.3042988940627586,11.571428571428571,27.44736842105263,33.666666666666664
ENSG00000178947,0.5891747520080706,-0.2427936133961692,0.0019517951929242663,0.14296701697396638,40.142857142857146,60.89473684210526,51.30769230769231
ENSG00000187955,1.4350564224528628,-0.4445243554842639,0.001964508270048757,0.14308348692995224,234.47619047619048,635.7105263157895,466.87179487179486
ENSG00000204965,0.6788626396026379,-0.03747470541866271,0.001976993428880842,0.8093424199210079,11.0,18.210526315789473,17.71794871794872
ENSG00000132821,0.8634890827078674,0.07464307327043115,0.0019819517540269125,0.7637327913154166,51.61904761904762,94.73684210526316,99.82051282051282
ENSG00000243449,0.7447046724166386,0.13646335853027267,0.001984210441776605,0.6067309993039223,27.19047619047619,46.23684210526316,50.92307692307692
ENSG00000266952,-1.3807011354085825,0.031238044665351433,0.001999292945524599,0.8134248005519904,1.8095238095238095,0.07894736842105263,0.10256410256410256
ENSG00000163499,0.9372821597408861,-0.2459949521735534,0.0020068442996572103,0.37267172374648794,1240.2380952380952,2375.8684210526317,2003.2564102564102
ENSG00000124302,0.8372805291593577,-0.06874485599228156,0.002084320703706007,0.7359348105365633,31.285714285714285,56.68421052631579,54.0
ENSG00000132840,0.6082272195692096,-0.13612487150561686,0.002105138558819575,0.365813892902381,147.61904761904762,225.55263157894737,205.15384615384616
ENSG00000196739,0.7092592544950814,0.2323493877363442,0.0021507754206910815,0.19309139682364826,695.6190476190476,1137.9473684210527,1336.974358974359
ENSG00000255670,0.9416206141190717,-0.07273580990645909,0.0022707984055083553,0.7318131032283492,5.809523809523809,12.078947368421053,11.435897435897436
ENSG00000100034,0.7247135152528105,-0.2633561128349907,0.002310186540676071,0.1046707721439261,58.333333333333336,97.05263157894737,80.6923076923077
ENSG00000138160,0.8641996797706648,-0.2239360827405362,0.002383150253432205,0.30482272518712483,13.904761904761905,26.13157894736842,22.23076923076923
ENSG00000122679,1.0534677934396357,0.014565720408361977,0.0024380713175530906,0.9503402764199143,101.52380952380952,211.78947368421052,213.94871794871796
ENSG00000186350,0.5782066178393738,-0.044900358052060135,0.0024393596034781194,0.7558759934899998,239.33333333333334,357.8157894736842,346.8205128205128
ENSG00000232192,0.8619901786344499,-0.22012801170389723,0.0025097402355732153,0.28033244294840826,20.428571428571427,37.94736842105263,32.43589743589744
ENSG00000156049,1.0307331275396079,-0.2887319434761032,0.0025098793081991724,0.22373718134806156,11.571428571428571,24.68421052631579,20.025641025641026
ENSG00000234705,0.7852056447898482,-0.15582935861326533,0.002681368155133787,0.4271029345510182,9.857142857142858,17.710526315789473,15.794871794871796
ENSG00000277283,0.533774598336126,-0.2415310677457066,0.0027470272666920096,0.11511861990834606,53.714285714285715,78.21052631578948,66.0
ENSG00000100968,0.9933839421752236,-0.17099660146252993,0.0027960460539092043,0.4217729913875705,64.04761904761905,128.5,114.02564102564102
ENSG00000259556,0.7570087529591961,0.3169560291560291,0.002813852665050625,0.1925804299406001,6.380952380952381,11.473684210526315,14.538461538461538
ENSG00000105146,0.8646880971235558,-0.058333310316327366,0.0028322705989131084,0.7748175959497126,20.142857142857142,37.5,35.97435897435897
ENSG00000165233,0.6078332776246981,-0.2201222287100507,0.002874185568447606,0.17059303520813016,51.857142857142854,79.55263157894737,68.15384615384616
ENSG00000185436,0.6259456758809985,-0.0656078444027595,0.002958261742059455,0.6340590920104796,39.61904761904762,61.68421052631579,58.8974358974359
ENSG00000272973,0.866855933806266,-0.0762442755832383,0.0030265160815318277,0.7364120551981013,2.8095238095238093,5.947368421052632,5.589743589743589
ENSG00000272556,0.818989622541007,0.0256836474324905,0.003081237827736989,0.9122446006466428,7.666666666666667,14.289473684210526,14.564102564102564
ENSG00000214708,0.8678722741377591,-0.21567827097257297,0.0031182938171801507,0.39084657360907205,3.0952380952380953,6.473684210526316,5.435897435897436
ENSG00000198844,0.9488072416032137,-0.29211896542784566,0.0031404538970664047,0.2072040710343001,42.476190476190474,82.92105263157895,67.53846153846153
ENSG00000116213,0.5048738695268605,-0.21273210135138043,0.0033582130997285324,0.10953672020802707,105.19047619047619,149.68421052631578,129.02564102564102
ENSG00000183828,0.6073095767818404,-0.23061756002907274,0.003379471959488392,0.11375948943631384,63.38095238095238,97.07894736842105,82.58974358974359
ENSG00000179954,1.0760484100926355,-0.30001806460343805,0.0033948185085786163,0.2578787726335897,28.333333333333332,60.8421052631579,49.23076923076923
ENSG00000267102,1.114016260291656,-0.29193983252728634,0.003517007609295237,0.2995154361467488,1.8571428571428572,5.184210526315789,4.051282051282051
ENSG00000104973,0.590372809085584,-0.10494598191534207,0.0035559716969258614,0.4618580765721657,79.71428571428571,120.52631578947368,112.0
ENSG00000254431,1.371458817881096,0.21853927273735851,0.0037109067688112945,0.4391107251986721,1.0952380952380953,4.421052631578948,5.3076923076923075
ENSG00000099998,1.3325137005529122,-0.36857574210080535,0.0037846959433981905,0.177842985692833,36.095238095238095,92.42105263157895,71.35897435897436
ENSG00000101400,0.5211425287617257,-0.1322126263115255,0.0038093756839930487,0.3318871909759742,92.19047619047619,132.73684210526315,121.02564102564102
ENSG00000255580,0.7732639097197577,0.01708749194616546,0.0038473266000101534,0.9368830636984347,13.380952380952381,23.57894736842105,23.871794871794872
ENSG00000148660,0.5987427768883343,-0.22695744346384492,0.003850044395430907,0.19959624035666818,622.3333333333334,942.9736842105264,805.5641025641025
ENSG00000206417,0.76565471064268,0.1955364627189283,0.003858393921779887,0.2984219442871587,22.047619047619047,38.18421052631579,43.87179487179487
ENSG00000142552,1.2823394664913181,-0.19767706942193372,0.00386951718315755,0.4617094906267898,13.0,33.05263157894737,28.692307692307693
ENSG00000239523,0.5767419939161877,-0.22604694124582705,0.003870723852017721,0.17449842384102088,40.904761904761905,61.5,52.43589743589744
ENSG00000278607,0.8544941633338147,-0.012014720427708918,0.003878472901082323,0.9615222106095682,3.9047619047619047,7.868421052631579,7.794871794871795
ENSG00000230873,-1.2706475899436689,0.5639759180910622,0.003904103005240617,0.15260232971208168,4.523809523809524,1.2894736842105263,2.3846153846153846
ENSG00000207931,-0.8556100906648254,0.17551901791553548,0.003909132491706381,0.2800520483694893,1.0952380952380953,0.15789473684210525,0.3076923076923077
ENSG00000207325,0.9846094652984054,-0.10397011720556953,0.003920859465304513,0.6788501516922096,0.47619047619047616,1.9210526315789473,1.7179487179487178
ENSG00000187753,1.2329265839368322,-0.23996756931740573,0.003923202368679017,0.4303180318987544,2.761904761904762,7.842105263157895,6.487179487179487
ENSG00000117691,0.7127796752057324,-0.10080414400501644,0.003955252870274407,0.5421091125691988,677.1904761904761,1110.5263157894738,1035.5128205128206
ENSG00000176978,0.5485951833809651,0.06676330148686972,0.003987588410450963,0.6524189308473999,353.9047619047619,518.1052631578947,542.6923076923077
ENSG00000272885,0.7442001744636444,-0.299524672428255,0.004034502123760144,0.13314304303015995,12.80952380952381,22.13157894736842,17.794871794871796
ENSG00000258986,0.5160125312956906,-0.20362820907919935,0.004139882552741656,0.14766138333070963,134.33333333333334,192.52631578947367,167.05128205128204
ENSG00000137809,0.9967165104382794,-0.22723389475015002,0.004204571151368521,0.3582331928167354,26.285714285714285,53.44736842105263,45.51282051282051
ENSG00000135919,0.6779631542822047,-0.25922271648153633,0.004242922291522463,0.186568423267237,778.2857142857143,1245.7631578947369,1040.7179487179487
ENSG00000224072,1.0257454128365557,0.027999132058618474,0.004251233872481687,0.9302529587527133,2.619047619047619,6.368421052631579,6.512820512820513
ENSG00000285458,0.5636743797142045,-0.2807977846247113,0.004273466165521266,0.10248692976131035,9.095238095238095,13.921052631578947,11.282051282051283
ENSG00000122035,0.9723061538750953,-0.2735420636521873,0.004282722135189965,0.2907164601954687,8.952380952380953,18.526315789473685,15.153846153846153
ENSG00000235978,0.7746332893571973,-0.18677864926275767,0.0042975369248508,0.36315336249964825,4.476190476190476,8.368421052631579,7.230769230769231
ENSG00000164107,1.1146896751197548,-0.15651496683588167,0.004322604623342419,0.5552607176470044,29.38095238095238,64.78947368421052,58.02564102564103
ENSG00000105137,1.1252133526359194,-0.3998609434471634,0.004326701080265882,0.10757524574350308,12.523809523809524,28.5,21.358974358974358
ENSG00000112699,0.663050039688176,0.2291263154353233,0.004331154659465534,0.3084497666217469,12.428571428571429,20.263157894736842,23.923076923076923
ENSG00000156869,-1.2082817089832956,0.7215171950775421,0.004331497560176587,0.10164716818359673,2.9523809523809526,0.7105263157894737,1.8205128205128205
ENSG00000180891,0.6177856754900225,-0.1338008224936871,0.004461821410665137,0.3783606955171116,76.0,117.15789473684211,106.6923076923077
ENSG00000144560,0.6092147867426905,-0.20911355776871754,0.004485514382848072,0.17275860071764895,37.142857142857146,57.18421052631579,49.333333333333336
ENSG00000204572,1.135344769732168,0.07590709399907994,0.004571243207861945,0.8055964320936246,0.9047619047619048,3.1842105263157894,3.41025641025641
ENSG00000146147,0.7521796218845016,0.08151708039080954,0.004792701850362786,0.7043852233647617,299.57142857142856,505.2631578947368,534.6923076923077
ENSG00000127252,0.6558342693122962,-0.1763821412520296,0.004801948009189862,0.3294354489584761,26.476190476190474,42.28947368421053,37.30769230769231
ENSG00000233266,0.9850341496030497,-0.18713955679451186,0.004830896575301218,0.42913079142755806,6.285714285714286,13.421052631578947,11.666666666666666
ENSG00000159714,0.6990849703875344,-0.047706628029618954,0.004865466063815169,0.7994867022838292,12.761904761904763,21.342105263157894,20.615384615384617
ENSG00000184925,0.7199631225816251,-0.0535048152376117,0.004875670153948713,0.7869865885817005,62.61904761904762,103.78947368421052,99.97435897435898
ENSG00000231050,0.9727785312649758,-0.28090082662730764,0.005049251299856348,0.2902449042526134,4.095238095238095,9.0,7.230769230769231
ENSG00000124067,0.8718736026939012,-0.2330349087030474,0.005119753769118027,0.22924240781804742,34.61904761904762,64.1842105263158,54.46153846153846
ENSG00000253485,0.7326594488474054,0.07755777500397291,0.005168499444885104,0.6963653075209013,26.666666666666668,44.973684210526315,47.51282051282051
ENSG00000275358,-0.9308982179690624,0.17753818555218753,0.005179317944234258,0.5020220846677776,1.8095238095238095,0.47368421052631576,0.6666666666666666
ENSG00000233098,1.3562285525108815,-0.5331063145949608,0.005201486834529161,0.10875021093537601,6.0,16.92105263157895,11.384615384615385
ENSG00000124731,1.37705066612545,-0.6180587656292448,0.0052126810689659955,0.11246752782209345,2.3333333333333335,7.657894736842105,4.641025641025641
ENSG00000254480,0.9134563466684051,-0.3514879646251703,0.005240879209060867,0.19797875905075615,4.714285714285714,9.763157894736842,7.435897435897436
ENSG00000273821,0.8304743344991969,-0.13859662986152882,0.005263066445341806,0.5244541324301133,3.8095238095238093,7.552631578947368,6.769230769230769
ENSG00000123243,0.8812137779704561,-0.28074585643102673,0.00526789954647109,0.19027471649017771,95.95238095238095,177.57894736842104,146.0
ENSG00000177025,0.6066093453440914,-0.014145511307297867,0.005306029305059416,0.9374377376302023,39.285714285714285,60.3421052631579,59.743589743589745
ENSG00000206503,0.7820202826135605,-0.20333596671276427,0.005320768282549654,0.24794303516632976,5996.238095238095,10311.473684210527,8955.794871794871
ENSG00000172345,0.6306752280754612,-0.27482044821094226,0.005373347141235743,0.10711963837477977,27.571428571428573,43.23684210526316,35.56410256410256
ENSG00000215887,1.342803467737183,-0.19336364717411375,0.005401071552346674,0.4833200482608251,4.571428571428571,13.131578947368421,11.35897435897436
ENSG00000142156,0.9022077232860631,-0.09907666722540534,0.0054079771924317255,0.6333003578793355,235.8095238095238,441.57894736842104,412.20512820512823
ENSG00000143369,0.8119963042084722,-0.15930829616162862,0.005443556061206271,0.438810675456371,76.0,134.18421052631578,120.05128205128206
ENSG00000135604,1.5644280896723854,-0.48447993335614253,0.005508266436883376,0.23031327988181646,1.5714285714285714,6.605263157894737,4.435897435897436
ENSG00000280543,0.7587105896551296,-0.26159801483422684,0.0055171427463123765,0.20882792430194333,20.61904761904762,35.578947368421055,29.512820512820515
ENSG00000253591,1.059997722044802,-0.09058604187822539,0.00560974806166897,0.766283398519063,1.0952380952380953,3.3684210526315788,3.1025641025641026
ENSG00000106991,0.954704881529098,-0.29329889840301177,0.0056203308411953605,0.1926360775617137,118.23809523809524,230.10526315789474,187.5897435897436
ENSG00000124104,0.6040397379163032,-0.13402111078612927,0.005640705054737637,0.3709822100949203,27.61904761904762,42.5,38.64102564102564
ENSG00000168993,0.6361335820961455,-0.020071659157217744,0.005736897565178203,0.9137088771673981,26.904761904761905,42.36842105263158,41.76923076923077
ENSG00000278932,0.6175303631775868,0.0896372124846764,0.00577579871047033,0.587413311790955,19.857142857142858,31.0,33.05128205128205
ENSG00000188153,1.2811817525440532,-0.3421548229606946,0.005808439534880288,0.20766426490747503,25.333333333333332,63.0,49.48717948717949
ENSG00000282757,1.3082147112410691,0.34978812775857615,0.005852427882110167,0.46368153726230144,2.761904761904762,8.31578947368421,10.871794871794872
ENSG00000179314,0.5943611987234058,-0.02791913305743853,0.0059087518183165684,0.8900158085173178,64.57142857142857,98.0,96.1025641025641
ENSG00000155307,1.2436365525253328,-0.27635059802197215,0.005951904783363902,0.3454745523805086,38.61904761904762,92.8157894736842,76.46153846153847
ENSG00000100599,0.909924655698152,-0.11722945153373905,0.005959407006588987,0.619710406664729,7.333333333333333,14.657894736842104,13.435897435897436
ENSG00000106333,1.1265524163662206,-0.2757659373991801,0.006011715192835295,0.29619699747378303,80.38095238095238,176.68421052631578,145.76923076923077
ENSG00000119333,0.5180698926916061,-0.013990461490596318,0.006016258343318943,0.9161802359162057,151.28571428571428,217.07894736842104,214.97435897435898
ENSG00000181513,0.6352032830524758,-0.2457484429818575,0.006047485728560471,0.13334462209050882,37.19047619047619,58.31578947368421,49.02564102564103
ENSG00000236047,1.1443899093351746,-0.25104043498815687,0.006099801254907056,0.40340588159995183,5.142857142857143,12.578947368421053,10.41025641025641
ENSG00000149930,0.5442018686608594,-0.08156851704140969,0.0061145662571280525,0.59641758783663,72.14285714285714,105.65789473684211,99.7948717948718
ENSG00000148180,0.6191567590572823,-0.02703451316532321,0.006182599204621115,0.8758350572320492,2254.190476190476,3462.9210526315787,3398.6153846153848
ENSG00000006282,0.5108533496631246,-0.1433553314969983,0.006209789314528999,0.29477250676012956,258.42857142857144,368.6578947368421,333.6923076923077
ENSG00000233208,1.135977669518975,0.40885892434971954,0.006226638031409478,0.23300564917093752,1.0476190476190477,3.5,4.9743589743589745
ENSG00000260259,1.0005541367615234,-0.1151540692405383,0.006248656973459409,0.6378548888547064,5.523809523809524,12.052631578947368,11.051282051282051
ENSG00000188042,0.7932985863753335,0.17842748990720972,0.006252931807839672,0.391385721097527,258.5238095238095,448.7631578947368,507.97435897435895
ENSG00000168884,0.6685646916134614,-0.2572145504429579,0.006260122904000637,0.1172809147347868,57.476190476190474,91.94736842105263,76.76923076923077
ENSG00000235501,0.6449481770691277,-0.1905382142300059,0.006283779894932129,0.2665763045509425,21.904761904761905,34.81578947368421,30.384615384615383
ENSG00000258285,1.414479072702919,0.14413210107128466,0.006315175589966485,0.6847849357661668,0.6190476190476191,3.3157894736842106,3.769230769230769
ENSG00000205746,0.5981078767780783,-0.2598671267551109,0.006325917623247631,0.2044406528123093,0.09523809523809523,0.6578947368421053,0.38461538461538464
ENSG00000236595,-0.7036069972197754,0.28445338946869936,0.006439965646591532,0.13795469862726792,0.7142857142857143,0.05263157894736842,0.28205128205128205
ENSG00000237399,0.7933590225035521,-0.06773252651134355,0.006448939943073088,0.7349233669508543,7.0476190476190474,12.947368421052632,12.307692307692308
ENSG00000256001,0.5820503175746892,-0.04771388992350101,0.006551182397624514,0.7521384623778518,11.428571428571429,17.605263157894736,17.0
ENSG00000138823,-1.1567796253853904,0.14763669983832592,0.006568360677069155,0.7533964075571111,8.857142857142858,3.4210526315789473,3.8974358974358974
ENSG00000065308,0.7870483447522774,-0.3207815062787179,0.006579502691855029,0.10549743633632573,136.71428571428572,236.6315789473684,189.25641025641025
ENSG00000237234,1.0319151800767623,-0.15946522979727326,0.006649138236980146,0.5242604340634326,1.8571428571428572,4.842105263157895,4.230769230769231
ENSG00000163273,0.8113457822536385,-0.3278672268729185,0.006732200645672643,0.18815232627919945,1.7142857142857142,3.763157894736842,2.7948717948717947
ENSG00000141431,0.6206207663462115,-0.08159214256597232,0.006746568366263514,0.6773299688362227,838.3809523809524,1289.578947368421,1218.6153846153845
ENSG00000136630,1.117321666137004,-0.465319980998127,0.006755907279692441,0.11679421284681,11.80952380952381,26.789473684210527,19.128205128205128
ENSG00000233090,-0.693338661765948,0.3148270385122181,0.0067789540581443845,0.17046825594394785,1.0,0.23684210526315788,0.5384615384615384
ENSG00000151640,0.5813058633235988,-0.14151773032383988,0.006807094030015305,0.3964009605899179,22.761904761904763,34.55263157894737,31.23076923076923
ENSG00000179403,0.6462834996623774,-0.12042441981579458,0.006848867410010422,0.4388221501570776,192.1904761904762,301.36842105263156,277.15384615384613
ENSG00000183248,0.6036054424420915,-0.12385744252265508,0.006884310329233737,0.45440024120261135,27.904761904761905,42.921052631578945,39.30769230769231
ENSG00000224157,0.801108250046949,-0.12003730036586377,0.006960101817697977,0.597907530108988,11.761904761904763,21.236842105263158,19.46153846153846
ENSG00000177374,1.0643019980124828,0.010519576194175687,0.007002978949489844,0.971117863403753,10.904761904761905,23.894736842105264,24.076923076923077
ENSG00000129159,0.6737420997495447,-0.00769176058246082,0.007013810522830459,0.9687988448265872,53.57142857142857,86.05263157894737,85.58974358974359
ENSG00000225335,0.6546587838051517,-0.23000328196471095,0.007050703452022551,0.22931015976354666,28.571428571428573,45.55263157894737,38.69230769230769
ENSG00000261336,-1.1207521594606102,0.38702312310924725,0.007055176553193804,0.2735037243625098,5.523809523809524,2.0,2.923076923076923
ENSG00000160013,1.008402440995697,-0.2810104497450906,0.007104306848918535,0.2734765284594594,9.19047619047619,19.5,15.871794871794872
ENSG00000226017,0.9897420946345609,0.2478143830737264,0.007175135064761089,0.30271613903600836,7.666666666666667,16.210526315789473,19.435897435897434
ENSG00000251003,1.2433790039665418,-0.2471672644562497,0.007185049757049235,0.4392713874164129,3.1904761904761907,8.921052631578947,7.358974358974359
ENSG00000238966,-0.5254614889724943,0.08805617666519605,0.007243057012857828,0.654514268400203,0.6666666666666666,0.15789473684210525,0.23076923076923078
ENSG00000261934,0.8284165375854337,0.2598141030661515,0.0072432468626307984,0.35804176564377055,11.952380952380953,22.0,26.53846153846154
ENSG00000211445,0.6326039038321398,0.02354308273744537,0.007438294491301085,0.9160037657949771,10724.857142857143,16627.947368421053,16901.53846153846
ENSG00000251056,0.8477729029769998,-0.34186814101351415,0.00747071749135557,0.19903745917961052,4.380952380952381,8.68421052631579,6.641025641025641
ENSG00000169418,0.6904268981480066,-0.3292704068557068,0.007489231354730734,0.1466719627762171,40.142857142857146,65.39473684210526,51.84615384615385
ENSG00000133661,0.5872826926668622,0.0244666808791392,0.007510508885335749,0.8878130008741854,30.142857142857142,45.78947368421053,46.58974358974359
ENSG00000172638,0.7701497151159077,-0.16825337731590528,0.007521804904877616,0.3903080467903617,60.42857142857143,103.76315789473684,92.23076923076923
ENSG00000263528,0.7317750723231868,-0.28509967193005253,0.007572183623576862,0.16119180070404965,55.666666666666664,93.10526315789474,76.23076923076923
ENSG00000258450,0.9944944788521161,0.36433909870401565,0.007580684580769207,0.18968307094298423,0.8095238095238095,2.6052631578947367,3.641025641025641
ENSG00000144649,0.788524853828357,-0.012056977154656184,0.007590931482218058,0.9574555130803465,18.714285714285715,33.05263157894737,32.76923076923077
ENSG00000142046,0.5970799500934166,-0.130268801090522,0.007598610385445165,0.4593920812826595,36.142857142857146,55.18421052631579,50.333333333333336
ENSG00000119943,0.799828807264324,-0.21160680289260525,0.00768172655634293,0.37600323831839055,124.23809523809524,217.02631578947367,187.28205128205127
ENSG00000204581,1.0680145207034946,-0.042236079512387996,0.0077099808180110955,0.8832338547220928,6.619047619047619,14.973684210526315,14.512820512820513
ENSG00000109113,1.1815706628299492,-0.4298170643753309,0.007715811496502075,0.13012398120291754,40.95238095238095,94.15789473684211,69.64102564102564
ENSG00000154438,-0.8208446725041488,0.6362970622603495,0.007722241094608259,0.2346408815678681,0.9523809523809523,0.10526315789473684,0.717948717948718
ENSG00000184445,0.5842070179545568,-0.060222770360955136,0.007773534640759256,0.713073373673133,70.80952380952381,106.65789473684211,102.25641025641026
ENSG00000259201,1.0538776164297325,-0.33623681572698255,0.007803512238077536,0.1820647044061279,0.7619047619047619,2.6578947368421053,1.8974358974358974
ENSG00000212460,0.9475325801058646,-0.4109331009461073,0.007824456359356139,0.1161371308331913,1.3333333333333333,3.5,2.3846153846153846
ENSG00000148541,0.5479818322538981,-0.2725934686608407,0.00790371316607638,0.13425227205293974,314.6190476190476,460.44736842105266,381.0
ENSG00000269058,0.82621394930892,-0.09480788048461436,0.007963560420359419,0.7135343700924874,0.14285714285714285,1.0263157894736843,0.8974358974358975
ENSG00000130775,0.690882925762188,-0.22756510902918042,0.008041246885381905,0.29036233601881417,131.71428571428572,213.23684210526315,181.97435897435898
ENSG00000258998,1.0649554418407698,-0.06149158653719834,0.008050455350230856,0.833470898001183,4.333333333333333,10.157894736842104,9.692307692307692
ENSG00000224244,-0.5925756848310315,0.02963949043987433,0.00807803890972882,0.78292599258226,0.6666666666666666,0.10526315789473684,0.1282051282051282
ENSG00000144152,0.5307234735741638,-0.022533607701852164,0.00809587589575098,0.8803789936514717,116.23809523809524,168.3684210526316,165.74358974358975
ENSG00000239332,0.9302651039823272,-0.0843957528061552,0.008125356375213465,0.7215374887579469,5.904761904761905,12.157894736842104,11.41025641025641
ENSG00000275374,-0.7126521368227818,0.4045298414604502,0.008131784095336412,0.10642506596171815,1.2857142857142858,0.39473684210526316,0.8461538461538461
ENSG00000172123,1.0502414735405616,-0.38986491211689484,0.008150757898853533,0.16796666646413294,21.047619047619047,44.6578947368421,33.84615384615385
ENSG00000140521,0.5301312807400385,-0.18782783155248772,0.008155258682498221,0.20406298893531424,144.0952380952381,208.52631578947367,182.94871794871796
ENSG00000175482,0.6489586302055871,-0.21777139093341366,0.00817739234820028,0.2265668167353872,10.714285714285714,17.36842105263158,14.794871794871796
ENSG00000279198,1.0205182511730064,0.3862425495525946,0.00820710145920097,0.24497953313881504,2.761904761904762,6.631578947368421,8.974358974358974
ENSG00000169598,0.5690316906711157,0.03389106585409678,0.008246404865078839,0.8240219493999075,73.85714285714286,110.05263157894737,112.6923076923077
ENSG00000257256,0.6156956282607636,0.03178795701845103,0.008281573335473238,0.8923132796780502,0.047619047619047616,0.6052631578947368,0.6410256410256411
ENSG00000197256,1.024429285294262,-0.3762215586638396,0.008311482980754398,0.11345160534750182,108.66666666666667,222.07894736842104,170.87179487179486
