ensembl,variance,mutual_info,f_test,rf_importance,combined_score
ENSG00000176928,6.272187993415185e-07,0.4227828804839847,0.5850634068985774,0.1156509764689067,0.28087447276756705
ENSG00000231013,1.0279960254829019e-07,0.45986580713389935,0.5862442126472797,0.07734055170578297,0.28086266857164116
ENSG00000156976,9.073318574112795e-05,0.3817376505196869,0.2267785170281163,0.5134084336257568,0.28050383358982534
ENSG00000033867,2.4095399295581123e-08,0.38364462916026976,0.40410743132460775,0.329738632509026,0.2793726792723257
ENSG00000167699,3.9160669153150297e-07,0.5909602618192,0.2200615469186059,0.3039387006347636,0.27874022524481523
ENSG00000139641,3.1484188192816973e-07,0.6284492279639966,0.4601723144645873,0.0,0.27215546431761645
ENSG00000171724,5.953228546650372e-08,0.41984053345058614,0.556182839327806,0.0949163833313291,0.26773495391050167
ENSG00000117305,2.805467869655048e-07,0.2091651503977692,0.19156767755238488,0.6685919915883698,0.2673312750213277
ENSG00000113068,3.160983521108822e-07,0.40178249489546275,0.18802328396988685,0.4735681362049122,0.2658435577921535
ENSG00000174567,2.1729523644679635e-08,0.32144358591200245,0.5332981047469699,0.2044684952251112,0.2648025519034018
ENSG00000167378,9.835715527128774e-09,0.6787431041271852,0.37752988077010835,0.0,0.2640682486832523
ENSG00000152254,0.0001240040162079811,0.5499907763750587,0.5032911180147283,0.0,0.2633514746014987
ENSG00000050030,8.253398212551259e-09,0.6562810634994611,0.3964644486780863,0.0,0.26318638010773643
ENSG00000076770,1.3887899938606322e-08,0.7178834508289546,0.33150478941073913,0.0,0.2623470635318984
ENSG00000078668,1.9208575440495627e-06,0.4339880835291786,0.18970130499992216,0.4085892893990777,0.2580701496964306
ENSG00000067334,4.63699361262326e-07,0.4460882648976648,0.15612745651339838,0.420487551670445,0.25567593419521734
ENSG00000122958,9.79776897666268e-08,0.8203450532361171,0.19830011829866043,0.0,0.2546613173781168
ENSG00000197894,2.7014958675720754e-07,0.715012239117534,0.30316561523875263,0.0,0.25454453112646835
ENSG00000070831,4.218773542453023e-06,0.29378375013329844,0.2067502292247836,0.5089480026728254,0.25237155020111246
ENSG00000087053,1.1476967693321038e-08,0.3621201549912909,0.261540915045233,0.37569029738406384,0.24983784472438886
ENSG00000170633,2.3619734649669283e-07,0.32423007316724406,0.2659119331498566,0.407074673079398,0.24930422889846127
ENSG00000186469,1.0983469679968984e-06,0.35027734281481204,0.1648984028065851,0.4811824477285569,0.24908982292423051
ENSG00000162949,8.885106947525261e-07,0.5665521949479648,0.4282902846170909,0.0,0.24871084201893762
ENSG00000183978,3.3628314632490075e-06,0.45431960042910735,0.3921677138233506,0.1444697034981068,0.247740095145507
ENSG00000117461,1.6433747763735355e-10,0.537804683766495,0.44755424327056614,0.0,0.24633973180034965
ENSG00000146731,5.192997271080734e-07,0.4509813087423127,0.1920385854056832,0.34139999949399447,0.24610510323542936
ENSG00000129691,4.607826812370283e-10,0.3428810804804418,0.25347484519269664,0.38800005395633924,0.2460889950225651
ENSG00000075711,7.875037374488861e-08,0.3696515985874045,0.1309033742715721,0.48225333781375085,0.2457020973557753
ENSG00000134996,1.8914382204408766e-08,0.3869860162074056,0.21265958731597523,0.3828004110478728,0.245611508371409
ENSG00000261371,4.868236690060772e-07,0.5390457227862124,0.19588042732321365,0.24100944578572175,0.2439840206797042
ENSG00000001626,1.1748202859072883e-06,0.6113272429889499,0.23143248664959076,0.12887191850868984,0.24290820574187913
ENSG00000143549,3.530888358787092e-06,0.5985441135357461,0.3681327870913795,0.0,0.2416701078788711
ENSG00000126067,6.710960466157839e-07,0.29534905482058116,0.18419238232791238,0.47175340920479114,0.23782387936233282
ENSG00000105058,7.120719006017237e-08,0.6055684291298944,0.18759103037827182,0.15812311577816057,0.23782066162337923
ENSG00000104904,3.1918659679346473e-06,0.7243964208487087,0.1564961193159111,0.06875460672549287,0.23741258468902016
ENSG00000096696,1.539643323194687e-05,0.5581063980149482,0.3908953804916775,0.0,0.2372542937349644
ENSG00000031698,3.6380065182218657e-06,0.33691729453329705,0.185739867013138,0.4142057923040335,0.23421664796424668
ENSG00000025039,3.24675463416016e-07,0.3935076232571499,0.5359172165714327,0.0,0.23235629112601147
ENSG00000161281,1.762933575808357e-07,0.6589625612962233,0.1260287264619027,0.13899639455250568,0.2309969646509973
ENSG00000128567,1.3827609155996768e-07,0.28536719994372894,0.3266888682356097,0.30612120514211383,0.22954435289938602
ENSG00000150995,1.8701191849636036e-08,0.44623058549773376,0.1354375970185711,0.3363354656394199,0.22950091671422918
ENSG00000100591,7.462838672520407e-08,0.2297695078180757,0.16089543009936816,0.5270387529887521,0.2294259413836457
ENSG00000196562,1.0399034830244678e-08,0.210514120109473,0.2781242475593257,0.4288377929100242,0.22936904274446443
ENSG00000107949,1.1750265079641188e-07,0.273361748408124,0.13920778637420353,0.5020495144581655,0.22865479168578595
ENSG00000148943,1.297333734537483e-06,0.276332571272429,0.26858179038282537,0.3685665808208033,0.22837055995244807
ENSG00000128052,9.461750415621606e-08,0.6028579274585143,0.3059491187118046,0.0,0.22720178519695577
ENSG00000118271,0.47545567028572067,0.1525699201951278,0.11098074703957261,0.16405128274714953,0.22576440506689266
ENSG00000084733,2.5779187173194334e-07,0.46490887460247354,0.2096314714868033,0.22330483893796718,0.22446136070477893
ENSG00000138161,2.3874598889533802e-05,0.5311593458617488,0.17765471879669165,0.18876955016509944,0.22440187235560738
ENSG00000187498,4.439591120097074e-07,0.5125629160860409,0.3417363407920868,0.03760257245333875,0.22297556832264462
ENSG00000185885,1.8234721840361992e-07,0.48101426336348513,0.20650824302670306,0.20129209072038032,0.22220369486444674
ENSG00000164692,4.153022063789109e-06,0.09088264184748206,0.15922540201481275,0.6377459855201159,0.2219645456011186
ENSG00000131779,1.3246636218106124e-07,0.7070724909127997,0.17992464938130187,0.0,0.22174931819011595
ENSG00000108389,2.098707465537511e-08,0.19276403030051364,0.12375048695066494,0.569899543298735,0.22160352038424708
ENSG00000095209,6.898128786881687e-09,0.27684045140401375,0.35476241983837625,0.25261892965854427,0.22105545194976575
ENSG00000197223,3.55843365862163e-08,0.6035358004831867,0.27978290069355083,0.0,0.22082968419026852
ENSG00000162851,6.803756122773628e-09,0.3186286157451691,0.16550346635808877,0.39835141439864113,0.22062087582641376
ENSG00000160058,5.555883751541014e-08,0.3965092447964126,0.16950984837933702,0.31114103951236494,0.21929004706173802
ENSG00000143353,1.4879460979462904e-07,0.719949520810986,0.156899374261763,0.0,0.21921226096683968
ENSG00000138650,7.279497751846359e-08,0.6449469196176048,0.06684684348118539,0.1631749404247823,0.2187421940796375
ENSG00000129824,4.29073797188993e-06,0.7826934467528349,0.031674935617991985,0.06052385611429445,0.2187241323057733
ENSG00000235823,1.2141917868317669e-06,0.649429836723329,0.2240331245034795,0.0,0.2183660438546488
ENSG00000101290,1.298406879674669e-06,0.3252215540307288,0.24025225918709162,0.30767313696884196,0.2182870621483855
ENSG00000100225,4.970427267011112e-07,0.5658109812097879,0.30546888668939914,0.0,0.21782009123547846
ENSG00000124762,7.692229125292033e-08,0.6402795064237486,0.23059470381561045,0.0,0.21771857179041257
ENSG00000099800,3.285945980170385e-08,0.5000737058728981,0.1580909858349578,0.2119576635833676,0.2175305970376708
ENSG00000150625,1.2040872601608435e-06,0.48551743901902616,0.3820521539712565,0.0,0.2168926992693857
ENSG00000086548,6.139049887500837e-07,0.658953218942803,0.03610721690102505,0.1716950507244741,0.21668902511832272
ENSG00000009307,1.0856657714627867e-05,0.4140731163920174,0.1935137126559457,0.2521463534613557,0.21493600979175836
ENSG00000171503,1.1055736076498147e-07,0.5237153755597943,0.333842524411115,0.0,0.21438950263206752
ENSG00000100348,4.545795652057005e-07,0.5737393460474164,0.1567924404517246,0.1238888417642968,0.21360527071075075
ENSG00000100744,6.56007712687361e-08,0.3564637528443826,0.28119173166092526,0.21429429731143917,0.21298746185437956
ENSG00000273841,3.5248932006544523e-07,0.33849910525782,0.19841959462664022,0.3148631870957432,0.2129455598673809
ENSG00000114744,7.79369740250746e-09,0.3249688405356164,0.11955405391963132,0.4068878777992676,0.21285269501205317
ENSG00000100353,3.704307506003893e-07,0.3365303305863887,0.19008030238111584,0.3192961874540382,0.21147679771307334
ENSG00000234745,6.351454351647014e-06,0.4050932937158301,0.10143207534013517,0.3358345070762282,0.21059155689663628
ENSG00000180628,1.918063708526422e-07,0.398462735153312,0.2432361051986374,0.19550036955129638,0.20929985042740415
ENSG00000166275,2.0606616891210749e-07,0.24366278041586306,0.21606382468776691,0.37226791015369387,0.20799868033087318
ENSG00000107874,1.4205567601777305e-08,0.4192652085219531,0.17087697188095508,0.2401120413345134,0.20756355898574727
ENSG00000171992,3.324856267624423e-08,0.15766890885417809,0.19218366882922658,0.47966626862756884,0.20737971988988405
ENSG00000044574,5.395208206646367e-05,0.0,0.09931594554823073,0.7300210526782003,0.20734773757712438
ENSG00000173542,1.8016171020429791e-06,0.3898569021546528,0.2222366353812196,0.21589606611616674,0.2069978513172853
ENSG00000141753,4.6160006575696706e-07,0.2726259765829022,0.1648828383095365,0.38988872073986924,0.20684949930809343
ENSG00000154080,4.912252786598038e-07,0.7074385201780926,0.11967123061057247,0.0,0.20677756050348595
ENSG00000166111,1.0841577896635858e-07,0.4418740060482954,0.3842619809570774,0.0,0.20653402385528796
ENSG00000102804,2.8572647756503773e-06,0.487556311661895,0.3297529366846626,0.0,0.20432802640283332
ENSG00000178988,3.9515828199688304e-07,0.3369817025699167,0.17021603649807682,0.30737281168430713,0.20364273647764564
ENSG00000121351,0.022821048882202318,0.646905203172235,0.1416401560294916,0.0,0.20284160202098223
ENSG00000091140,8.380188743806044e-07,0.43469763217720014,0.1719511850424315,0.20130537162894876,0.20198875671686373
ENSG00000127824,5.362225432600163e-07,0.45062174185012577,0.29922710793184276,0.05783621473433911,0.20192140018471272
ENSG00000163468,3.3673579560551356e-06,0.45738613042730114,0.2460963784813892,0.1040863526525466,0.20189305722979825
ENSG00000135744,7.913403986501839e-07,0.40075356683160945,0.08985959838668336,0.31585144873891097,0.2016163513244006
ENSG00000111711,3.4571579108972914e-07,0.27604153238725676,0.19365757164811684,0.33660148235307624,0.20157523302606023
ENSG00000165449,1.4673895047243282e-07,0.41546555761312276,0.38783375256808883,0.0,0.20082486423004053
ENSG00000127954,1.4388166208601761e-08,0.5417302679877367,0.1452486465656049,0.11230033632241501,0.1998198163159807
ENSG00000014824,3.3578373502075935e-07,0.1378637639765692,0.14123961858771777,0.5200031892813913,0.19977672690735332
ENSG00000169905,8.071863341071397e-07,0.4321831566104636,0.3633119718753596,0.0,0.19887398391803932
ENSG00000139163,6.189894807822267e-06,0.5998998176851654,0.19431263357757358,0.0,0.1985546602893867
ENSG00000095981,4.154324969028857e-06,0.09454153984993008,0.3027767255135765,0.395008695331522,0.1980827787549994
ENSG00000249242,1.8943229858939477e-07,0.33978909971057575,0.4491285007949824,0.0,0.1972294474844642
ENSG00000078596,9.351706406442847e-08,0.3788999729224977,0.21063247176562172,0.1976860450333142,0.19680464580962442
ENSG00000129625,4.248264856589248e-06,0.38372069800338177,0.16383436771286528,0.23898171618219582,0.19663525754082484
ENSG00000197170,3.1454880416483396e-07,0.471108702675128,0.18715313839607597,0.1275484304837258,0.19645264652593347
ENSG00000155304,6.495796657883513e-07,0.6610386482027528,0.12450537390977866,0.0,0.19638616792304933
ENSG00000165704,1.2989837894979714e-07,0.41321022609413827,0.3696781916014886,0.0,0.19572213689850146
ENSG00000140443,8.67245076822412e-07,0.5259952928161652,0.2561675585746765,0.0,0.19554092965897962
ENSG00000107249,1.8752336519050491e-07,0.38143424046306185,0.32908177638233366,0.06861464823851983,0.19478271315182014
ENSG00000122585,9.08494393659172e-07,0.48428057199055635,0.10909039147949846,0.18447956072764307,0.1944628581730229
ENSG00000082269,6.680675239170705e-08,0.4916281183357685,0.2252985670412278,0.059479347004010676,0.19410152479693987
ENSG00000170291,1.7911190514448275e-08,0.21693933262238374,0.1401263650010026,0.4175627112013677,0.1936571066839861
ENSG00000168824,5.548916904215024e-08,0.40699485826466736,0.3671604809946389,0.0,0.19353884868711882
ENSG00000148153,3.647572993762712e-08,0.5626834539436806,0.20845820043071744,0.0,0.19278542271253202
ENSG00000253797,2.5780018684271866e-08,0.20755423254311559,0.1017683858005353,0.46178952253665473,0.19277804166508106
ENSG00000065135,3.0630349750481286e-07,0.3750748646916125,0.14750742203111164,0.24782022238703866,0.19260070385331507
ENSG00000091137,2.2887168843838245e-07,0.43372870987444667,0.28248452341764396,0.052315148967180085,0.19213215278273976
ENSG00000087076,2.4864638914693342e-08,0.45399018448747736,0.3130046864065756,0.0,0.19174872393967296
ENSG00000107758,2.1213174173784582e-07,0.2561443095585052,0.1346680180588865,0.3738482937359827,0.19116520837127904
ENSG00000170004,1.1901826511273313e-09,0.6299133617574235,0.13325902534005218,0.0,0.19079309707191458
ENSG00000109971,3.791321133601929e-05,0.6306110056960827,0.1323797713156603,0.0,0.1907571725557698
ENSG00000198739,7.066883336490875e-07,0.4132968675766529,0.3482532992294502,0.0,0.19038771837360918
ENSG00000137700,1.7791934355731853e-06,0.16870084856141507,0.2726849933071792,0.31737838912527416,0.189691502546826
ENSG00000111897,1.2206456828852248e-05,0.41647374410247456,0.2289666800411154,0.11322746700600705,0.18967002440160646
ENSG00000198954,4.265683226390817e-09,0.5558039501245663,0.2025943115073689,0.0,0.18959956647440462
ENSG00000204264,3.316606082936052e-08,0.4965846073463101,0.20560807990413302,0.05474671795361217,0.18923485959252903
ENSG00000145860,2.634807648022661e-08,0.23745512851008618,0.23533705673675717,0.28361016474018086,0.18910059408377516
ENSG00000198729,6.6975144625617655e-09,0.22223797616741345,0.29617940033420126,0.2371942999036195,0.18890292077568718
ENSG00000065534,9.442483412485187e-08,0.4511958915711633,0.19729016518601378,0.1059788317916838,0.18861624574342375
ENSG00000166482,1.809624279672411e-06,0.6325068318306367,0.12115721727759113,0.0,0.18841646468312687
ENSG00000072501,1.587375415326458e-07,0.2665223572190424,0.13333501670316086,0.35307706377412634,0.1882336491084678
ENSG00000106049,1.5006674757969562e-08,0.4334959302839385,0.3181495071851408,0.0,0.18791136311893852
ENSG00000075975,5.8981894926049385e-09,0.3888889617092036,0.26833157001179747,0.09408523735736424,0.1878264437441387
ENSG00000131475,1.9229274222413276e-07,0.4652973826160174,0.2853442215790372,0.0,0.1876604491219492
ENSG00000157224,3.2074045121860247e-07,0.47953020520337797,0.2709232876182167,0.0,0.18761345339051147
ENSG00000123384,1.61308208153622e-08,0.30198965275270917,0.14602201767137638,0.29997570984464084,0.18699684909988679
ENSG00000069329,2.5279951160696264e-06,0.5580073615385888,0.18350009396987527,0.0,0.18537749587589503
ENSG00000029364,7.128393601069102e-07,0.5374570236206295,0.20353749299108437,0.0,0.1852488073627685
ENSG00000101605,4.572184349886746e-08,0.2918900555301167,0.14184193632220035,0.30532871017280067,0.18476518693674032
ENSG00000169359,1.4864781586189006e-08,0.27083542721606535,0.12024114380587772,0.34491157853182947,0.18399704110463855
ENSG00000125484,5.323749045953134e-09,0.5622708065812005,0.1720462912922592,0.0,0.1835792757993022
ENSG00000170385,1.6947350727392166e-08,0.5259610616049333,0.207350973061792,0.0,0.18332801290351902
ENSG00000131473,4.78842016308841e-06,0.34577716177708506,0.3869684539992399,0.0,0.18318760104912202
ENSG00000117758,5.045770181745136e-06,0.2018170872100677,0.1407565975149377,0.3892967357131938,0.1829688665520952
ENSG00000130332,1.1331684223074045e-08,0.7165119960965386,0.013047602266906546,0.0,0.18238990242378236
ENSG00000100417,8.554301142440858e-10,0.2915426334509974,0.2769617004556977,0.16067510080814484,0.18229485889256752
ENSG00000171497,1.770854168450271e-08,0.34614460900733296,0.23158184933222398,0.15030886160106233,0.18200883441229027
ENSG00000101938,2.8294632219889146e-08,0.47290476878430804,0.059929439982033636,0.191865584854126,0.18117495547877496
ENSG00000127125,1.2191390510449995e-07,0.3562255451417569,0.24631864683470758,0.12095966041948263,0.18087599357746303
ENSG00000141198,2.6502624367426603e-07,0.4206723697012199,0.300414347741414,0.0,0.1802717456172194
ENSG00000136144,1.0227028670545461e-07,0.4797055220210971,0.24053948396809335,0.0,0.1800612770648693
ENSG00000108849,0.4668979973919698,0.1474972031477375,0.059977310525148125,0.04532940552336317,0.17992547914705465
ENSG00000197045,1.366009872120941e-07,0.38994258788964137,0.19325126592062572,0.13588003880923014,0.17976850730512112
ENSG00000141380,3.0760694035190275e-07,0.36950804134374843,0.12707560878007398,0.2200424211232162,0.17915659471349477
ENSG00000115762,3.3147042610128576e-07,0.5718359087245654,0.14413270022610453,0.0,0.178992235105274
ENSG00000104805,3.724078118673623e-07,0.5903731649154743,0.1253419096720663,0.0,0.17892886174883813
ENSG00000109332,2.251339310437594e-06,0.5746934570758596,0.14028872120053026,0.0,0.17874610740392508
ENSG00000105854,4.69151547471604e-07,0.6290727077883935,0.05472022218721068,0.02988204427940856,0.17841886085164008
ENSG00000174738,7.50306539149278e-08,0.2513094692156646,0.050692847934358194,0.41120341032325297,0.1783014506259824
ENSG00000126088,8.083931319084753e-07,0.47343318952108027,0.23946585280154778,0.0,0.17822496267894
ENSG00000009335,5.7741382469031514e-08,0.3704746676262092,0.24166390427538278,0.10072943204841613,0.17821701542284762
ENSG00000078967,6.309832200193858e-08,0.46100732931370825,0.2511757397224816,0.0,0.17804578303362795
ENSG00000162735,3.215567304439709e-07,0.4839679010781366,0.22794702647075596,0.0,0.17797881227640575
ENSG00000135845,8.147922741707204e-08,0.6142068920831711,0.09723175263959992,0.0,0.1778596815504996
ENSG00000023228,1.3565057887976495e-07,0.5641874100136037,0.1468312385521327,0.0,0.17775469605407884
ENSG00000147416,9.170242075752978e-07,0.3912899704522301,0.31748483251442083,0.0,0.1771939299977146
ENSG00000163541,4.970016383911739e-07,0.13593847573518267,0.11759033990678569,0.4543591073832796,0.17697210500672161
ENSG00000185787,3.3365139540257974e-06,0.4131520657599486,0.2942735133153583,0.0,0.17685722889731523
ENSG00000213965,2.4652657469970572e-08,0.1290983749960264,0.31915740968969236,0.2582375225917705,0.17662333298253668
ENSG00000166340,4.092439615287011e-07,0.5185602739094868,0.18775507104904926,0.0,0.1765789385506244
ENSG00000137504,4.14592769632818e-08,0.6921347066955689,0.0136562491262506,0.0,0.17644774932027413
ENSG00000166147,1.0174892174928716e-07,0.5107134460415809,0.19360216345176054,0.0,0.17607892781056578
ENSG00000213088,1.2699940549108376e-07,0.4843924357097218,0.2195900057444737,0.0,0.17599564211340024
ENSG00000213463,1.0810664890465472e-07,0.38227048881887515,0.17508187562075767,0.14644154661818973,0.17594850479111787
ENSG00000159352,1.0338022802266218e-07,0.4724620907907755,0.23087735885652014,0.0,0.17583488825688093
ENSG00000118495,1.5979983032978111e-06,0.31014676320544937,0.3391208328324326,0.052542315044227565,0.1754528772701032
ENSG00000130300,1.3640464931837486e-07,0.37218236107873565,0.1941869513030012,0.1353856928145378,0.175438785400231
ENSG00000106771,8.701189098377129e-07,0.5687261298017843,0.12955120576060022,0.0,0.17456955142032357
ENSG00000151353,2.358272598255923e-08,0.42113169139074963,0.2295144273276316,0.04720860776914965,0.17446368751756422
ENSG00000111669,1.668718812596953e-05,0.43152033945469587,0.2652482468450175,0.0,0.17419631837195984
ENSG00000085415,1.7548797010061268e-08,0.2968003107420708,0.34418732058220347,0.0547407047382489,0.17393208840283003
ENSG00000025772,1.874729130555522e-07,0.5071051713071402,0.18808835485571504,0.0,0.17379842840894208
ENSG00000004059,3.085237598114612e-08,0.30231488200364315,0.3924062539847732,0.0,0.17368029171019808
ENSG00000168288,1.202863305582933e-06,0.5194128100760661,0.1751485554549063,0.0,0.1736406420985695
ENSG00000260257,5.114681251539074e-07,0.3997726268815872,0.2940489466109496,0.0,0.1734555212401655
ENSG00000177707,6.376301567524751e-08,0.35939988435829934,0.3340672981682134,0.0,0.1733668115723821
ENSG00000173786,4.23308642473179e-08,0.37261184577544176,0.3206759000592782,0.0,0.17332194704139606
ENSG00000077942,1.3166314525044765e-06,0.47369413158091844,0.09863800103135567,0.12066185959533457,0.1732488272097653
ENSG00000221963,1.1076500310743823e-07,0.10819854486427094,0.0480513565997481,0.535924330084658,0.17304358557842003
ENSG00000114573,8.032523814878921e-07,0.34164671388984147,0.28692602024537456,0.06169943536589826,0.17256824318837397
ENSG00000196655,8.252237334869436e-07,0.5834385036737388,0.10679158327717786,0.0,0.17255772804366254
ENSG00000127022,8.464412374752795e-06,0.44658913929494276,0.10650043997736243,0.13706635730095817,0.17254110024640953
ENSG00000163359,7.039047932971229e-07,0.1912939446558484,0.11113041718755944,0.3862523393866156,0.17216935128370417
ENSG00000124780,1.9871846958075422e-07,0.26487839139324615,0.06725984016829675,0.35652637379723073,0.1721662010193108
ENSG00000164035,8.798176159987595e-08,0.4408320908771297,0.24750873814953003,0.0,0.17208522925210534
ENSG00000178980,7.229585282478423e-06,0.4790009433315216,0.20929967698890148,0.0,0.1720769624764264
ENSG00000101367,1.075283811471252e-06,0.38994108694338053,0.2957237974551691,0.0,0.17141648992059028
ENSG00000240038,0.00022446079879128225,0.45184419830828176,0.1409144041277946,0.08867415360888815,0.17041430421093895
ENSG00000135778,3.503083184172828e-07,0.41806364468363444,0.26242470372110455,0.0,0.17012217467826435
ENSG00000142156,1.647095011643368e-09,0.4766721717212326,0.20298885812719616,0.0,0.16991525787388095
ENSG00000157551,3.723339344705561e-08,0.5428606541107579,0.13555528951399354,0.0,0.16960399521453623
ENSG00000196739,2.1192651068457387e-07,0.43156512876161557,0.24603363022821856,0.0,0.1693997427290862
ENSG00000214253,5.221022952809709e-07,0.44647382144879716,0.23051239333292656,0.0,0.16924668422100475
ENSG00000078070,3.943423513591044e-09,0.4446821116011515,0.23162884913732262,0.0,0.16907774117047442
ENSG00000118418,2.623808811255998e-06,0.6384858119784695,0.03726682373008494,0.0,0.16893881487934143
ENSG00000163430,4.109014123108768e-07,0.393791924853185,0.12783724694909734,0.1541010170646472,0.16893264994208546
ENSG00000151500,7.468483706602889e-07,0.4396073389226355,0.23520405033087724,0.0,0.16870303402547085
ENSG00000143387,2.598628191726521e-07,0.6001533766842669,0.0745898844306315,0.0,0.1686858802444294
ENSG00000008513,2.0985552763781888e-07,0.42014330855338006,0.11530180755558762,0.13814322109497074,0.1683971367648665
ENSG00000182836,1.7053339762391176e-06,0.23566462262656535,0.236745364625338,0.20103570440008606,0.1683618492464914
ENSG00000196233,4.237442768613461e-07,0.33120009766730113,0.062088295320657856,0.27940399927612886,0.16817320400209118
ENSG00000186889,8.701713238846585e-08,0.46978588178393244,0.2009887401739203,0.0,0.1676936772437463
ENSG00000138079,6.798363841382444e-08,0.4933981527267743,0.17496147948119992,0.0,0.16708992504790315
ENSG00000162695,1.5857535680787437e-07,0.5780341126291293,0.08946876286080963,0.0,0.16687575851632394
ENSG00000164574,3.592131371603107e-10,0.3252112342056281,0.1678362174886528,0.17413720238906955,0.1667961636106409
ENSG00000163565,6.880618876195649e-08,0.5430531085910876,0.1235554527508795,0.0,0.16665215753703896
ENSG00000114480,2.9562699298178367e-09,0.545732299468563,0.11929784354668228,0.0,0.1662575364928788
ENSG00000171453,7.985203040799188e-08,0.43093789443031943,0.2050049220126971,0.028779837728118898,0.16618068350579146
ENSG00000129460,2.0944209157864168e-07,0.4176645501415391,0.24674737500311053,0.0,0.1661030336466853
